firm_id,sector,city,gender,is_poor,has_debt_true,debt_type_x,total_revenue_diary,sales_cash,sales_credit,autoconsumo_imputed,cogs,gross_profit,transport_exp,rent_exp,utilities_exp,guild_exp,total_op_exp_conventional,labor_imputed,depreciation_imputed,total_op_exp_adjusted,interest_paid,net_income_conventional,net_income_adjusted,accounting_gap_bs,accounting_gap_pct,cash_flow_operating,loans_received,debt_payments_total,household_draws,household_injections,eh_nonresponder_x,eh_yi_tot_annual,eh_yi_net_annual,diary_yi_tot_annualized,diary_yi_net_conv_annualized,diary_yi_net_adj_annualized,ratio_diary_eh_income,gross_margin_pct,net_margin_conventional_pct,net_margin_adjusted_pct,interest_burden_pct,labor_imputed_pct_gross_profit,roa_adjusted_annualized,hourly_return_adjusted_bs,hourly_vs_minwage_ratio,typology,eh_nonresponder_y,eh_yi_tot,eh_yi_net,eh_ci_tot,eh_ci1,eh_ci2,eh_ci3,eh_ci4,eh_ci5,eh_ci6,eh_ci7,eh_ci8,total_revenue_diary_annual,cogs_annual,gross_profit_annual,transport_exp_annual,rent_exp_annual,utilities_exp_annual,guild_exp_annual,total_op_exp_conventional_annual,labor_imputed_annual,depreciation_imputed_annual,total_op_exp_adjusted_annual,interest_paid_annual,net_income_conventional_annual,net_income_adjusted_annual,accounting_gap_bs_annual,cash_flow_operating_annual,household_draws_annual,tool_value,inventory_init,receivables_init,payables_init,cash_initial,debt_amount,debt_type_y,monthly_interest_rate,years_operating,age,shadow_wage_per_hour,owner_hours_weekly,family_hours_weekly,n_family_workers,current_assets,noncurrent_assets,total_assets,accum_depreciation,net_fixed_assets,total_assets_net,current_liab,noncurrent_liab,total_liab,book_equity,retained_earnings_est,gross_margin,ebitda_weekly,ebitda_margin,net_margin_conv,net_margin_adj,roa_conventional,roa_adjusted,roe_conventional,roe_adjusted,earnings_per_bv_conv,earnings_per_bv_adj,debt_to_assets,debt_to_equity,equity_multiplier,current_ratio,quick_ratio,cash_ratio,interest_coverage,debt_service_coverage,asset_turnover,inventory_days,receivable_days,payable_days,cash_conversion_cycle,total_hours_weekly,revenue_per_hour,value_added_per_hour,net_income_per_hour_adj,mw_multiple,effective_annual_rate,ebitda_annual,debt_ebitda,dupont_check,fcf_annual,pv_going_concern_g0,pv_going_concern_g2,pv_going_concern_g5,tobin_q_g0,tobin_q_g2,payback_years,extraction_rate
F033,comercio,La Paz,M,True,True,IFD/cooperativa,1275.84,1103.51,135.65,36.68,142.12,1133.72,33.23,0.0,0.0,0.0,33.23,716.94,154.45,904.62,23.11,1077.38,205.99,871.39,80.9,1046.5,0.0,102.46,81.09,0.0,False,62400,18450,66343.68,56023.76,10711.48,1.063,88.9,84.4,16.1,1.8,63.2,24.8,3.48,0.255,I_Viable,False,62400,18450,41450,36550,2500,1600,0,400,0,400,0,66343.68,7390.24,58953.44,1727.9599999999998,0.0,0.0,0.0,1727.9599999999998,37280.880000000005,8031.4,47040.24,1201.72,56023.76000000001,10711.48,45312.28,54418.0,4216.68,40156.15,978.05,33.82,0.18,2061.61,4648.42,IFD/cooperativa,0.0215,1,41,12.11,59.2,0.0,0,3073.48,40156.15,43229.630000000005,8031.4,32124.75,35198.23,0.18,4648.42,4648.6,30549.630000000005,22409.504000000004,0.8886067218459995,1254.94,0.9836186355655883,0.84444757963381,0.16145441434662655,1.5916641262927143,0.3043187114806625,1.8338605082942085,0.3506255231241753,1.8338605082942085,0.3506255231241753,0.13206914097669115,0.1521655090421717,1.1521655090421716,17074.88888888889,11641.27777777778,1.61588443691999,54.30289917784509,30.06611159684259,1.8848584147555143,48.173022797635795,0.18555618259342865,0.008865747255840134,48.349713232973386,59.2,21.55135135135135,19.150675675675675,3.4795608108108107,0.25514815090280796,0.2908044430842771,65256.880000000005,0.07123540077306792,1.8338605082942083,46386.6,257703.33333333334,289916.25,356820.0,7.321485578488843,8.236671275799948,0.7588016797954583,0.06355812641083522
F034,comercio,Santa Cruz,F,True,False,ninguno,3088.96,2982.1,52.65,54.21,741.23,2347.73,50.0,179.37,31.62,136.91,397.9,1350.42,150.69,1899.01,0.0,1949.83,448.72,1501.11,77.0,1899.25,0.0,0.0,127.44,0.0,False,156000,59800,160625.92,101391.39,23333.67,1.03,76.0,63.1,14.5,0.0,57.5,50.4,5.18,0.38,I_Viable,False,156000,59800,95600,79350,3350,3050,9100,750,0,0,0,160625.92,38543.96,122081.96,2600.0,9327.24,1644.24,7119.32,20690.8,70221.84,7835.88,98748.52,0.0,101391.16,23333.440000000002,78057.72,98761.0,6626.88,39179.57,2848.97,567.55,391.79,3736.44,0.0,ninguno,0.0,7,53,16.28,61.7,25.0,1,7152.96,39179.57,46332.53,54851.16,0.0,7152.96,391.79,0.0,391.79,6761.17,283895.248,0.760038977519942,2100.52,0.680008805552678,0.6312253962498705,0.14526572050139855,14.174713684963987,3.262067731400707,14.996096829394913,3.451095002787979,14.996096829394913,3.451095002787979,0.05477312888650293,0.05794707129091563,1.0579470712909156,18.257127542816303,10.985451389775134,1.2096110017611106,,,22.455867221402052,26.904995750306917,1.2861448513415517,3.6999716687128155,24.49116893293565,86.7,35.628143021914646,27.078777393310265,5.175547866205306,0.37951096123063455,0.0,109227.04,0.003586932320055547,14.996096829394913,90925.12,505139.55555555556,568282.0,699423.9999999999,70.61965334009355,79.44711000760525,0.07866868913673142,0.04125660416450844
F035,comercio,Santa Cruz,F,False,False,ninguno,987.15,911.13,62.25,13.77,175.27,811.88,33.73,75.54,25.56,55.32,190.15,1288.74,49.7,1528.59,0.0,621.73,-716.71,1338.44,215.3,677.98,0.0,0.0,27.01,0.0,False,52000,21850,51331.8,32329.96,-37268.92,0.987,82.2,63.0,-72.6,0.0,158.7,-247.6,-5.76,-0.422,II_Precaria,False,52000,21850,30200,26500,1500,1100,0,300,0,300,500,51331.799999999996,9114.04,42217.76,1753.9599999999998,3928.0800000000004,1329.12,2876.64,9887.800000000001,67014.48,2584.4,79486.68,0.0,32329.96,-37268.92,69598.88,35254.96,1404.52,12921.72,738.45,108.48,231.19,1281.28,0.0,ninguno,0.0,11,25,11.4,48.7,75.7,2,2128.21,12921.72,15049.93,28428.4,0.0,2128.21,231.19,0.0,231.19,1897.02,142251.824,0.8224484627462898,671.4300000000001,0.6801701869016867,0.6298232284860458,-0.726039608975333,15.191151249171838,-17.51186208127957,17.042498234072387,-19.64603430643852,17.042498234072387,-19.64603430643852,0.10863119710930783,0.12187009098480775,1.1218700909848078,9.205458713612181,6.011332670098188,1.2979587701970319,,,24.119706231997778,29.49249728989559,0.7692447956237654,9.233354253437552,21.028387832081805,124.4,7.935289389067524,6.52636655948553,-5.761334405144694,-0.4224653340266981,0.0,34914.36,0.006621630755941108,17.042498234072387,32670.559999999998,181503.1111111111,204190.99999999997,251311.99999999997,85.28439914816258,95.9449490416829,0.06514152190840929,0.027361596515220587
F036,comercio,Santa Cruz,M,False,False,ninguno,568.53,519.33,27.43,21.77,65.25,503.28,7.29,46.58,0.0,32.91,86.78,1062.66,81.33,1230.77,0.0,416.5,-727.49,1143.99,274.7,514.17,0.0,0.0,43.14,0.0,True,0,0,29563.56,21657.77,-37829.71,,88.5,73.3,-128.0,0.0,211.1,-167.1,-8.81,-0.646,II_Precaria,True,0,0,0,0,0,0,0,0,0,0,0,29563.559999999998,3393.0,26170.559999999998,379.08,2422.16,0.0,1711.3199999999997,4512.56,55258.32000000001,4229.16,64000.04,0.0,21658.0,-37829.48,59487.48,26736.839999999997,2243.28,21146.57,484.75,259.11,127.97,754.05,0.0,ninguno,0.0,1,18,13.56,54.4,28.2,1,1497.9099999999999,21146.57,22644.48,4229.16,16917.41,18415.32,127.97,0.0,127.97,18287.35,8663.2,0.8852303308532531,497.83,0.8756442052310345,0.7325910681934111,-1.279598262184933,1.176085997962566,-2.0542396222275805,1.184315934238695,-2.0686146434557227,1.184315934238695,-2.0686146434557227,0.006949105418749172,0.006997733405878928,1.006997733405879,11.705165273110884,7.91716808627022,1.3263152340245896,,,1.6053785652380734,52.003831417624525,3.1902801962957104,13.728582375478927,41.465529238441306,82.6,6.882929782082325,6.092978208232446,-8.807384987893464,-0.6458251820081066,0.0,25887.16,0.004943377334555046,1.1843159342386953,22507.679999999997,125042.66666666666,140672.99999999997,173135.99999999997,6.790143568869108,7.638911514977745,0.8181793947665864,0.07587990079679174
F037,comercio,Santa Cruz,F,False,True,prestamista_informal,2703.38,2086.72,560.66,56.0,380.77,2322.61,39.63,0.0,22.81,197.5,259.94,1775.04,234.3,2269.28,343.73,1718.94,-290.4,2009.34,116.9,1580.27,0.0,530.58,191.37,322.67,False,98800,36950,140575.76,89385.09,-15100.59,1.423,85.9,63.6,-10.7,12.7,76.4,-23.4,-2.17,-0.159,IV_Riesgo_critico,False,98800,36950,64650,51300,3000,2000,6800,450,0,0,1100,140575.76,19800.04,120775.72,2060.76,0.0,1186.12,10270.0,13516.88,92302.08,12183.6,118002.56000000001,17873.96,89384.88,-15100.8,104485.68,82174.04,9951.24,60918.83,1461.59,292.9,98.84,1948.02,16379.4,prestamista_informal,0.0909,2,18,14.6,52.9,80.8,3,3702.5099999999998,60918.83,64621.340000000004,24367.2,36551.630000000005,40254.14000000001,98.84,16379.4,16478.239999999998,23775.90000000001,71507.90400000001,0.8591503969105342,2296.9700000000003,0.849665973706989,0.635848456376832,-0.1074210802772825,2.2205139645263814,-0.37513656980375176,3.7594740893089207,-0.6351305313363529,3.7594740893089207,-0.6351305313363529,0.4093551619783703,0.6930648261474851,1.6930648261474852,37.45963172804532,22.672197490894376,0.7205868209426717,6.682483344485497,4.423556665023994,3.492206267479568,26.86958006145442,0.7584209397125079,1.8170549150405757,25.810946086126354,133.7,20.219745699326854,17.371802543006734,-2.1720269259536273,-0.1592697136220018,1.8406602951984596,119442.44000000002,0.1379596732953546,3.759474089308921,69990.43999999999,388835.77777777775,437440.24999999994,538387.9999999999,9.659522667178523,10.866963000575838,0.5751376902331234,0.07078916023644474
F038,comercio,La Paz,M,True,False,ninguno,3294.57,2730.65,518.47,45.45,1464.09,1830.48,97.57,127.16,0.0,202.22,426.95,1736.82,238.26,2402.03,0.0,1403.53,-571.55,1975.08,140.7,1353.39,0.0,0.0,201.53,189.05,False,98800,39500,171317.64,72983.51,-29720.65,1.734,55.6,42.6,-17.3,0.0,94.9,-44.7,-5.21,-0.382,II_Precaria,False,98800,39500,56950,49450,3750,2200,0,800,0,750,0,171317.64,76132.68,95184.96,5073.639999999999,6612.32,0.0,10515.44,22201.399999999998,90314.64,12389.52,124905.56000000001,0.0,72983.56,-29720.6,102704.16,70376.28,10479.56,61946.41,1353.91,36.0,322.43,3163.06,0.0,ninguno,0.0,4,58,17.35,46.3,63.3,3,4552.97,61946.41,66499.38,49558.08,12388.330000000002,16941.300000000003,322.43,0.0,322.43,16618.870000000003,116773.696,0.5556051320809696,1641.79,0.4983321040378562,0.42601310641449414,-0.17348242714527234,4.308025948421903,-1.7543281802459076,4.391607853000835,-1.7883646722069548,4.391607853000835,-1.7883646722069548,0.019032187612520877,0.01940143944804911,1.019401439448049,14.12080141426046,9.921719442979871,0.9600828029150996,,,10.112425846894865,6.47321544440574,0.07648949635309008,1.5415787280836561,5.008126212675174,109.6,30.059945255474457,16.7014598540146,-5.2148722627737225,-0.3823945283287081,0.0,85373.08,0.0037767174383306775,4.391607853000835,57986.759999999995,322148.6666666666,362417.24999999994,446051.99999999994,19.01558125212744,21.392528908643367,0.2921580719460788,0.06117035000015176
F039,comercio,Tarija,M,False,True,prestamista_informal,614.71,600.36,12.32,2.03,156.47,458.24,7.13,0.0,9.24,0.0,16.37,1139.46,37.98,1193.81,213.47,228.4,-949.04,1177.44,515.5,245.39,2110.63,310.1,115.06,0.0,False,18200,6850,31964.92,11876.9,-49349.98,1.756,74.5,37.2,-154.4,34.7,248.7,-471.1,-10.98,-0.805,IV_Riesgo_critico,False,18200,6850,11700,9700,550,0,1300,150,0,0,0,31964.920000000002,8136.44,23828.48,370.76,0.0,480.48,0.0,851.24,59251.92,1974.9599999999998,62078.119999999995,11100.44,11876.800000000001,-49350.08,61226.880000000005,12760.279999999999,5983.12,9873.78,293.99,146.92,86.2,160.89,9057.97,prestamista_informal,0.102,4,37,13.99,53.4,33.0,1,601.8,9873.78,10475.58,7899.839999999999,1973.9400000000014,2575.7400000000016,86.2,9057.97,9144.17,1.0,19002.88,0.745457207463682,479.85,0.7806119959005059,0.371557319711734,-1.5438824811699825,4.611024404637112,-19.1595735594431,11876.800000000001,-49350.08,11876.800000000001,-49350.08,3.550113753717376,9144.17,2575.7400000000016,6.981438515081206,3.570881670533642,0.2617331749930861,2.247856841710779,0.9592801074393722,12.409994797611553,13.152233655013742,1.673049080054009,3.8563302869559664,10.968952448111784,86.4,7.114699074074074,5.303703703703704,-10.984259259259257,-0.8054503402640573,2.2075920926917623,24952.2,0.3664674858329125,11876.800000000001,10785.32,59918.444444444445,67408.25,82964.0,23.262613635089103,26.170440339475242,0.23881906146502854,0.1871776935465504
F040,comercio,La Paz,F,False,False,ninguno,1369.8,1311.93,27.83,30.04,396.4,973.4,50.41,79.0,0.0,55.38,184.79,883.32,107.22,1175.33,0.0,788.61,-201.93,990.54,125.6,927.15,0.0,0.0,82.91,246.0,True,0,0,71229.6,41007.85,-10500.23,,71.1,57.6,-14.7,0.0,90.7,-34.3,-2.41,-0.176,II_Precaria,True,0,0,0,0,0,0,0,0,0,0,0,71229.59999999999,20612.8,50616.799999999996,2621.3199999999997,4108.0,0.0,2879.76,9609.08,45932.64,5575.44,61117.159999999996,0.0,41007.72,-10500.36,51508.08,48211.799999999996,4311.32,27876.62,761.39,273.52,264.77,1669.15,0.0,ninguno,0.0,11,70,11.28,46.6,37.3,1,2704.06,27876.62,30580.68,61329.84,0.0,2704.06,264.77,0.0,264.77,2439.29,180433.96800000002,0.7106146882756607,895.83,0.6539859833552344,0.5757117827420062,-0.1474156811213316,15.165240416262954,-3.883183065464524,16.811334445678867,-4.30467882047645,16.811334445678867,-4.30467882047645,0.09791572672204019,0.10854387957151465,1.1085438795715146,10.212863995165616,7.337198323072856,1.2185355526354213,,,26.341723186615678,13.445332996972756,1.397751496568842,4.675554994954592,10.167529498587006,83.9,16.326579261025028,11.601907032181167,-2.406793802145411,-0.17648462596595477,0.0,46583.16,0.0056838136356571764,16.811334445678863,42636.35999999999,236868.66666666663,266477.24999999994,327971.99999999994,87.59741524473075,98.54709215032209,0.06342145530246955,0.060527084245875315
F041,comercio,La Paz,F,False,True,prestamista_informal,1555.2,1523.99,0.0,31.21,50.96,1504.24,15.97,110.86,16.92,0.0,143.75,2728.26,144.71,3016.72,244.48,1116.01,-1756.96,2872.97,257.4,1602.52,0.0,311.38,145.07,0.0,False,72800,21050,80870.4,58032.65,-91361.79,1.111,96.7,71.8,-113.0,15.7,181.4,-219.4,-8.84,-0.648,IV_Riesgo_critico,False,72800,21050,48300,39400,2250,1550,4550,550,0,0,0,80870.40000000001,2649.92,78220.48,830.44,5764.72,879.8400000000001,0.0,7475.0,141869.52000000002,7524.92,156869.44,12712.96,58032.52,-91361.92,149394.44,83331.04,7543.639999999999,37625.1,1029.83,655.55,111.97,2332.41,7742.29,prestamista_informal,0.1367,13,34,15.37,57.4,141.3,4,4017.79,37625.1,41642.89,97823.96,0.0,4017.79,111.97,7742.29,7854.26,1.0,301769.104,0.9672325102880658,1505.2,0.9678497942386831,0.7175990226337449,-1.1297325102880658,14.443890795686185,-22.739346755305778,58032.52,-91361.92,58032.52,-91361.92,1.954870712506129,7854.26,4017.79,35.88273644726266,26.685362150576047,1.4997492283950615,6.1567408376963355,4.203277112421275,20.128080362587394,141.46016483516485,2.9506494341563783,15.380494505494504,129.03031976382672,198.70000000000002,7.82687468545546,7.5704076497232,-8.842274786109712,-0.6483835702600347,3.653185005393616,78270.40000000001,0.10034776876060425,58032.520000000004,75806.12,421145.1111111111,473788.24999999994,583124.0,104.82009042560988,117.9226017288111,0.05300086589314953,0.09328060699588475
F042,comercio,La Paz,F,False,True,familiar,2846.41,2539.59,263.96,42.86,126.84,2719.57,54.96,148.82,0.0,0.0,203.78,977.76,391.4,1572.94,0.0,2515.79,1146.63,1369.16,54.4,2367.33,0.0,67.14,155.91,319.53,True,0,0,148013.32,130821.24,59624.92,,95.5,88.4,40.3,0.0,36.0,55.7,20.48,1.501,I_Viable,True,0,0,0,0,0,0,0,0,0,0,0,148013.32,6595.68,141417.64,2857.92,7738.639999999999,0.0,0.0,10596.56,50843.52,20352.8,81792.88,0.0,130821.08,59624.76000000001,71196.32,123101.16,8107.32,101764.44,1799.72,50.91,96.75,3464.6,3488.4,familiar,0.0,3,48,17.46,56.0,0.0,0,5315.23,101764.44,107079.67,61058.399999999994,40706.04000000001,46021.270000000004,96.75,3488.4,3585.15,42436.12,156985.296,0.9554386051201339,2907.19,1.021353213345934,0.8838466700159148,0.4028337449629534,2.8426221179902247,1.2955913646016288,3.0827766534735033,1.4050473983012586,3.0827766534735033,1.4050473983012586,0.07790202226057646,0.08448345418949706,1.084483454189497,54.937777777777775,36.336020671834625,1.2171823454807986,,262.5122004357298,3.216193729551575,99.32229580573951,0.12519981309790226,5.339403973509934,94.10809164532749,56.0,50.82875,48.563750000000006,20.475535714285716,1.5014237026732793,0.0,151173.88,0.023715406391633262,3.0827766534735033,102748.36,570824.2222222222,642177.25,790372.0,12.403486957709385,13.953922827423058,0.447902720783086,0.05477425950583366
F043,comercio,La Paz,F,False,False,ninguno,2125.74,1943.51,159.33,22.9,0.0,2125.74,48.67,0.0,34.48,0.0,83.15,889.8,167.73,1140.68,0.0,2042.59,985.06,1057.53,51.8,2086.82,0.0,0.0,150.08,386.78,True,0,0,110538.48,106214.68,51223.12,,100.0,96.1,46.3,0.0,41.9,108.0,18.62,1.365,I_Viable,True,0,0,0,0,0,0,0,0,0,0,0,110538.47999999998,0.0,110538.47999999998,2530.84,0.0,1792.9599999999998,0.0,4323.8,46269.6,8721.96,59315.36,0.0,106214.68,51223.119999999995,54991.56,108514.64000000001,7804.160000000001,43608.77,1151.61,221.18,263.28,2454.97,0.0,ninguno,0.0,3,52,16.82,52.9,0.0,0,3827.7599999999998,43608.77,47436.53,26165.879999999997,17442.89,21270.649999999998,263.28,0.0,263.28,21007.37,127457.616,1.0,2210.3199999999997,1.0397884971821578,0.9608842097340221,0.46339627612031575,4.993485389492093,2.408159600200276,5.05606746584651,2.43834044909001,5.05606746584651,2.43834044909001,0.012377618925608761,0.012532744460634529,1.0125327444606345,14.538742023701003,10.164653600729261,1.1548778307789287,,,5.196760794804107,,0.7283393077234281,,,52.9,40.18412098298676,40.18412098298676,18.62117202268431,1.3654474997158856,0.0,114936.63999999998,0.002290653354752671,5.0560674658465095,99792.68000000002,554403.7777777779,623704.2500000001,767636.0000000001,26.064261213351635,29.322293865020587,0.21314839926134857,0.07060129648969302
F044,comercio,La Paz,F,False,False,ninguno,3398.2,2845.22,500.3,52.68,1480.14,1918.06,70.52,212.58,34.3,0.0,317.4,1817.88,283.58,2418.86,0.0,1600.66,-500.8,2101.46,131.3,1559.83,0.0,0.0,221.11,0.0,False,156000,49100,176706.4,83234.37,-26041.55,1.133,56.4,47.1,-14.7,0.0,94.8,-32.2,-4.43,-0.325,II_Precaria,False,156000,49100,105100,84150,4450,3350,10650,850,0,0,1650,176706.4,76967.28,99739.12,3667.04,11054.16,1783.6,0.0,16504.8,94529.76000000001,14746.16,125780.72,0.0,83234.32,-26041.600000000002,109275.92,81111.16,11497.720000000001,73730.39,2094.21,813.51,167.09,4246.56,0.0,ninguno,0.0,16,35,17.64,46.7,66.3,3,7154.280000000001,73730.39,80884.67,235938.56,0.0,7154.280000000001,167.09,0.0,167.09,6987.1900000000005,532699.648,0.5644341121770349,1884.24,0.5544817844741334,0.47103172267671123,-0.1473721381908069,11.63419938833817,-3.640002907350565,11.912416865721413,-3.7270490712289206,11.912416865721413,-3.7270490712289206,0.023355250283746232,0.02391376218479818,1.0239137621847982,42.8169250104734,30.283499910228024,1.2496498146077337,,,24.699396724757765,9.90411042198711,1.6757606968395033,0.7902157903982054,10.789655328428408,113.0,30.072566371681415,16.973982300884956,-4.4318584070796465,-0.3249779323057556,0.0,97980.48,0.0017053396758211433,11.912416865721413,66365.0,368694.44444444444,414781.25,510500.0,51.534807757656175,57.976658727363194,0.10780200406840956,0.06506680007062564
F045,comercio,Santa Cruz,M,True,True,IFD/cooperativa,781.66,714.51,59.91,7.24,109.85,671.81,13.68,34.96,12.06,26.11,86.81,1583.7,84.96,1755.47,109.71,475.29,-1193.37,1668.66,351.1,460.16,0.0,512.12,54.49,0.0,True,0,0,40646.32,24714.87,-62055.45,,85.9,60.8,-152.7,14.0,235.7,-270.7,-10.37,-0.76,IV_Riesgo_critico,True,0,0,0,0,0,0,0,0,0,0,0,40646.32,5712.2,34934.119999999995,711.36,1817.92,627.12,1357.72,4514.12,82352.40000000001,4417.92,91284.44,5704.92,24715.08,-62055.23999999999,86770.32,23928.32,2833.48,22090.17,429.64,26.71,143.76,378.79,23408.13,IFD/cooperativa,0.0203,6,54,14.82,60.2,54.9,2,835.1400000000001,22090.17,22925.309999999998,26507.52,0.0,835.1400000000001,143.76,23408.13,23551.89,1.0,59316.19200000001,0.8594657523731545,669.96,0.8570989944477139,0.6080520942609319,-1.5267123813422716,29.593936346001865,-74.30519433867373,24715.08,-62055.23999999999,24715.08,-62055.23999999999,28.201127954594437,23551.89,835.1400000000001,5.8092654424040076,2.820673344462994,0.4845968835555101,6.106644790812142,2.7320834539390186,48.670067294106374,27.378060992262178,0.23919606990251518,9.160855712335003,18.45640134982969,115.1,6.791138140747177,5.836750651607298,-10.368114682884448,-0.7602698827585039,0.2727251900031704,34837.92,0.6760417958362612,24715.08,19510.4,108391.11111111112,121940.0,150080.0,129.7879530511185,146.0114471825083,0.04280486304740036,0.06971061586879206
F046,comercio,La Paz,M,True,True,prestamista_informal,792.03,747.3,32.38,12.35,153.94,638.09,29.36,60.69,21.34,0.0,111.39,1130.88,139.9,1382.17,127.43,399.27,-871.51,1270.78,318.3,573.21,0.0,221.29,64.83,0.0,False,52000,18050,41185.56,20761.86,-45318.7,0.792,80.6,50.4,-110.0,16.1,177.2,-118.1,-10.69,-0.784,IV_Riesgo_critico,False,52000,18050,30850,25150,1600,0,3350,350,0,0,400,41185.56,8004.88,33180.68,1526.72,3155.88,1109.68,0.0,5792.28,58805.76000000001,7274.8,71872.84,6626.360000000001,20762.04,-45318.52,66080.56,29806.920000000002,3371.16,36373.84,853.12,350.29,71.89,793.09,7447.31,prestamista_informal,0.0741,5,27,14.5,58.1,23.4,1,1996.5,36373.84,38370.34,36374.0,0.0,1996.5,71.89,7447.31,7519.200000000001,1.0,41524.08000000001,0.8056386753027033,666.6,0.8416347865611151,0.5041096928146661,-1.1003497342272388,10.399218632607063,-22.698983220636112,20762.04,-45318.52,20762.04,-45318.52,3.7661908339594294,7519.200000000001,1996.5,27.77159549311448,15.904576436222007,1.0013383331439467,5.231107274582123,2.7012628597411035,20.628880540946657,38.79329608938548,3.095880206557833,3.2690009094452384,38.62017538649807,81.5,9.718159509202454,7.829325153374233,-10.693374233128834,-0.7841204137078382,1.357960898428885,34663.200000000004,0.21692169216921692,20762.04,22532.120000000003,125178.44444444447,140825.75,173324.0,62.698945376631336,70.53631354871024,0.08860684214357104,0.08185296011514716
F047,comercio,Tarija,F,False,False,ninguno,915.46,869.14,31.64,14.68,46.83,868.63,34.29,58.95,0.0,0.0,93.24,1649.58,46.75,1789.57,0.0,775.39,-920.94,1696.33,218.8,948.51,0.0,0.0,135.56,0.0,True,0,0,47603.92,40320.46,-47888.7,,94.9,84.7,-100.6,0.0,189.9,-342.6,-8.24,-0.605,II_Precaria,True,0,0,0,0,0,0,0,0,0,0,0,47603.92,2435.16,45168.76,1783.08,3065.4,0.0,0.0,4848.48,85778.16,2431.0,93057.64,0.0,40320.28,-47888.880000000005,88209.16,49322.52,7049.12,12156.2,729.73,335.97,216.54,755.8,0.0,ninguno,0.0,12,44,15.87,60.0,51.7,2,1821.5,12156.2,13977.7,29172.0,0.0,1821.5,216.54,0.0,216.54,1604.96,193537.344,0.948845389203242,822.14,0.8980621763921962,0.8469949533567823,-1.0059860616520657,22.13575624485314,-26.290903101839145,25.12229588276343,-29.838052038680093,25.12229588276343,-29.838052038680093,0.11888004391984627,0.1349192503239956,1.1349192503239955,8.411840768449247,5.04188602567655,0.8255958752976644,,,26.134460609387865,109.07772795216742,2.568970790640771,32.3677130044843,79.2789857383239,111.7,8.195702775290957,7.77645478961504,-8.244762757385855,-0.6045693944027223,0.0,42751.28,0.005065111500755065,25.122295882763428,46891.52,260508.44444444444,293072.0,360703.99999999994,143.01863543477597,160.895964864123,0.03884497666102528,0.14807856159744828
F048,comercio,Cochabamba,F,True,True,IFD/cooperativa,928.82,859.3,45.29,24.23,213.47,715.35,17.22,62.26,0.0,41.15,120.63,778.32,108.92,1007.87,20.53,574.19,-313.05,887.24,154.5,716.09,0.0,90.11,70.92,0.0,False,41600,9850,48298.64,29857.93,-16278.55,1.161,77.0,61.8,-33.7,2.2,108.8,-55.0,-5.3,-0.388,II_Precaria,False,41600,9850,30300,24300,1500,950,2600,250,0,250,450,48298.64,11100.44,37198.200000000004,895.4399999999999,3237.52,0.0,2139.7999999999997,6272.76,40472.64,5663.84,52409.24,1067.56,29857.880000000005,-16278.6,46136.48,37236.68,3687.84,28320.02,639.05,66.69,181.61,586.8,4081.54,IFD/cooperativa,0.0218,2,34,13.17,59.1,0.0,0,1292.54,28320.02,29612.56,11327.68,16992.34,18284.88,181.61,4081.54,4263.15,14021.730000000001,23886.304000000004,0.77017075429039,703.64,0.7575633599621024,0.6181929760341078,-0.3370405460692061,1.6329273148087382,-0.8902765563678843,2.1294005803848743,-1.1609551745754625,2.1294005803848743,-1.1609551745754625,0.2331516531691758,0.30403880262991795,1.304038802629918,7.1171191013710695,3.598315070756015,0.6317693417454404,34.273745737944466,18.086827708598484,2.6414523912653514,20.95540356958823,0.5026054563855213,5.955263034618448,15.502745991355305,59.1,15.716074450084603,12.104060913705585,-5.2969543147208125,-0.3884134154570892,0.29536088884774503,36589.28,0.1165136345946135,2.129400580384874,31572.84,175404.6666666667,197330.25,242868.0,9.59288038350083,10.791990431438434,0.5791332043617236,0.07635494498395815
F049,comercio,Santa Cruz,M,False,False,ninguno,988.6,975.65,6.37,6.58,0.0,988.6,29.96,90.23,45.75,0.0,165.94,1889.94,136.93,2192.81,0.0,822.66,-1204.21,2026.87,246.4,889.57,0.0,0.0,72.16,347.18,True,0,0,51407.2,42778.32,-62618.92,,100.0,83.2,-121.8,0.0,191.2,-161.2,-9.96,-0.73,II_Precaria,True,0,0,0,0,0,0,0,0,0,0,0,51407.200000000004,0.0,51407.200000000004,1557.92,4691.96,2379.0,0.0,8628.88,98276.88,7120.360000000001,114026.12,0.0,42778.32,-62618.92,105397.23999999999,46257.64,3752.3199999999997,35600.51,1531.46,391.83,370.06,1314.55,0.0,ninguno,0.0,6,52,17.08,52.6,68.3,2,3237.84,35600.51,38838.350000000006,42722.16,0.0,3237.84,370.06,0.0,370.06,2867.78,102667.968,1.0,959.5899999999999,0.9706554723851911,0.8321464697552093,-1.2180962977948615,13.211993180638943,-19.339720307365404,14.916876468906262,-21.835329069872863,14.916876468906262,-21.835329069872863,0.11429224421219084,0.1290405819135359,1.1290405819135358,8.749500081067936,4.611090093498351,1.3297086789399148,,,15.877004422701555,,2.7744386000404613,,,120.9,8.177005789909016,8.177005789909016,-9.960380479735319,-0.7303716761601003,0.0,49898.67999999999,0.007416228244915498,14.916876468906262,39137.28,217429.33333333334,244608.0,301056.0,67.15258732158888,75.54666073678749,0.08273032770800628,0.07299211005462268
